zip_code,county,current_home_value,price_change_pct,price_to_income_ratio,poverty_rate,income_median_hh,community_type
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
08102,Camden County,201031.2006406396,-4.336553829291426,10.931549790138098,53.65,18390.0,Degrading (Economic Distress)
